ID,Title,Definition
1.1.8.4.6,Numerical Analysis,A study of algorithms that approximate solutions to problems in mathematical analysis.
1.1.8.5,Number Theory,A branch of pure mathematics devoted primarily to the study of integers and integer-valued functions.
1.1.8.5.1,Elementary Number Theory,A branch of mathematics focusing on integer properties and relationships.
1.1.8.5.2,Analytic Number Theory,A branch of mathematics that uses analytic methods to study properties of integers.
1.1.8.5.3,Algebraic Number Theory,A branch of mathematics studying algebraic structures related to integers.
1.1.8.6,Logic (Mathematical),A branch of study applying formal logic to mathematical reasoning and mathematical systems.
1.1.8.7,Probability Theory,The mathematical framework for quantifying uncertainty and understanding random phenomena.
1.1.8.8,Statistics (Mathematical),A branch of mathematics concerned with data analysis and interpretation.
1.1.8.9,Discrete Mathematics,The study of mathematical structures that are fundamentally discrete rather than continuous.
1.10,Combinatorial Structure,A structure defined by discrete elements and their arrangements.
1.10.1,Graph,A set of points connected by lines.
1.10.2,Tree,A connected graph containing no cycles.
1.10.3,Hypergraph,A generalization of graphs where edges can link any number of vertices.
1.10.4,Permutation,"An arrangement of objects in a specific, ordered sequence."
1.10.5,Combination,A selection of items where the order of arrangement does not matter.
1.10.6,Design‐theoretic Structure,Combinatorial system with set and subset properties.
1.11,Philosophical Abstraction,A conceptual category of philosophical inquiry.
1.11.1,Metaphysical Category,Fundamental concept of being or reality.
1.11.2,Epistemological Concept,"A concept related to the nature, origin, and scope of knowledge."
1.11.3,Ethical Principle,Guiding rule for moral conduct.
1.11.4,Aesthetic Principle,Principle concerning beauty or art.
1.11.5,Phenomenological Category,A classification describing subjective conscious experience.
1.11.6,Values / Normativity (Axiology),"A study of concepts of worth, desirability, and obligation."
1.12,Legal Abstraction,An institutionalized normative construct guiding societal conduct.
1.12.1,Right,"A claim or entitlement to something, often legally or morally recognized."
1.12.2,Obligation,A duty or commitment to perform a specific action or refrain from a certain behavior.
1.12.3,Contract,Agreement creating mutual obligations enforceable by law.
1.12.4,Legal Person,Entity with rights and obligations in law.
1.12.5,Property,A characteristic or attribute defining ownership and control over assets.
1.13,Economic Abstraction,A theoretical construct used in economic analysis.
1.13.1,Price Function,A mathematical relationship linking the quantity of a good or service to its price.
1.13.2,Utility Function,Represents preferences over various outcomes or bundles of goods.
1.13.3,Supply Curve,A graphical representation of the relationship between a good's price and the quantity suppliers are willing to sell.
1.13.4,Demand Curve,A graphical representation of the relationship between a good's price and the quantity consumers are willing to buy.
1.13.5,Market Equilibrium Concept,A stable state where supply and demand are balanced.
1.13.6,Risk Measure,A quantification of potential loss due to uncertain outcomes.
1.14,Linguistic Abstraction,A formal representation of the underlying structures of natural language.
1.14.1,Phoneme,A minimal distinctive unit of sound in a language.
1.14.2,Morpheme,A smallest unit of language carrying meaning.
1.14.3,Syntactic Category,A classification of words based on their grammatical function and behavior.
1.14.4,Semantic Role,A role played by a noun phrase concerning a verb.
1.14.5,Pragmatic Act,An action that is performed by speaking.
1.15,Probability and Statistical Abstraction,A class of concepts modeling uncertainty and data.
1.15.1,Probability Space,A mathematical framework for modeling random phenomena.
1.15.2,Random Variable,A variable whose outcome is determined by chance.
1.15.3,Probability Distribution,A function describing the likelihood of variable values occurring.
1.15.4,Statistical Model,A mathematical model describing random data generation.
1.15.5,Likelihood Function,A function measuring the support for parameter values given observed data.
1.15.6,Sampling Theory Concept,A concept dealing with the selection and analysis of representative subsets.
1.16,Information Theory Abstraction,A class of concepts quantifying and characterizing abstract information.
1.16.1,Entropy Concept,A measure of disorder or randomness within a system.
1.16.2,Mutual Information Concept,An estimate of shared information between variables.
1.16.3,Channel Capacity Concept,A maximum rate of reliable communication across a channel.
1.16.4,Rate-Distortion Concept,A fundamental relationship detailing the compression achievable for a given level of distortion.
1.16.5,Coding Theory Concept,A field of study focused on encoding and decoding information for reliable transmission.
1.17,Game and Decision Theory Abstraction,a class of concepts modeling strategic interaction and choice
1.17.1,Game Model,A formal description of strategic interaction between rational agents.
1.17.2,Strategy Concept,A complete plan of action devised to achieve a specific objective.
1.17.3,Equilibrium Concept,A stable state in a system where opposing forces or influences are balanced.
1.17.4,Utility Concept,A measure of subjective satisfaction or preference.
1.17.5,Decision Rule Concept,A guideline that directs action based on specific conditions.
1.18,Optimization Abstraction,A class of concepts modeling objective selection under constraints.
1.18.1,Objective Function Concept,A function to be maximized or minimized during optimization.
1.18.2,Constraint Concept,A condition that must be satisfied for a given situation.
1.18.3,Mathematical Program (Optimization Problem Formalism),A formal structure defining an optimization challenge.
1.18.4,Optimal Solution Concept,A best possible outcome achieved within specific constraints.
1.19,Control Theory Abstraction,a class of concepts modeling system dynamics and regulation
1.19.1,System State Concept,A set of variables that completely describes a system's condition at a given time.
1.19.2,Feedback Loop Concept,A system where the output influences its input.
1.19.3,Stability Concept,A system's tendency to return to equilibrium after being disturbed.
1.19.4,Controllability Concept,Ability to steer system to desired states.
1.19.5,Observability Concept,A system's capacity to infer its internal state from its external outputs.
1.2,Algebraic Structure,A class of algebraic concepts with specific operational rules.
1.2.1,Group,"A set with an associative operation, identity element, and inverses."
1.2.2,Ring,A mathematical structure with a set and two binary operations satisfying specific axioms.
1.2.3,Field,A structure where nonzero elements form a multiplicative group under multiplication.
1.2.4,Module,A generalization of vector spaces where the scalars are from a ring.
1.2.5,Monoid,A set with an associative binary operation and an identity element.
1.2.6,Semigroup,A set equipped with a single associative binary operation.
1.2.7,Vector Space,A set of elements that can be added together and multiplied by scalars.
1.2.8,Algebra,A mathematical system with operations and rules.
1.3,Ordered Structure,An arrangement of elements in a specific sequence or pattern.
1.3.1,Partially Ordered Set,"A set with a binary relation exhibiting reflexivity, antisymmetry, and transitivity."
1.3.2,Totally Ordered Set,A partially ordered set where every pair of elements is comparable.
1.3.3,Lattice,A partially ordered set where every pair of elements has a unique least upper bound and greatest lower bound.
1.3.4,Well-Ordered Set,A totally ordered set where every non-empty subset has a smallest element.
1.4,Computational Abstraction,An abstraction of computational processes and models.
1.4.1,Computability Model,A formal system defining effective computation.
1.4.2,Complexity Class,A classification of computational problems based on resource usage.
1.4.3,Formal Language Theory,A field studying abstract languages and the machines that recognize them.
1.4.4,Data Structure Theory,Abstract models for organizing data.
1.4.5,Concurrency Primitive,A basic abstract mechanism for parallel execution.
1.4.6,Algorithm,A step-by-step procedure for solving a problem or computation.
1.5,Logical and Semantic Framework,A class of logic- or meaning-based abstractions.
1.5.1,Logical System,A formal framework for deductive reasoning.
1.5.1.1,Propositional Logic System,A formal system for reasoning about declarative statements and their relationships.
1.5.1.2,First-Order Logic System,An axiomatic system using quantifiers that range over individuals.
1.5.1.3,Modal Logic System,"A logical system for representing necessity, possibility, belief, and time."
1.5.1.4,Intuitionistic Logic System,A logical system demanding constructive proof for truth.
1.5.1.5,Higher-Order Logic System,A logic that permits quantification over predicates and functions.
1.5.2,Model Theory,A study of mathematical structures using formal logic.
1.5.3,Semantics,Study of meaning in formal systems or languages.
1.5.4,Proof System,A formal set of rules for constructing valid deductions.
1.6,Type Theory,A formal system of types and terms.
1.6.1,Simple Type Theory,A formal system preventing logical paradoxes through typed expressions.
1.6.2,Dependent Type Theory,A system of logic where types can depend on terms.
1.6.3,Homotopy Type Theory,A formal system connecting type theory with homotopy theory.
1.7,Categorical Construct,A formalism of objects and morphisms.
1.7.1,Category,A collection of objects and structure-preserving mappings between them.
1.7.2,Functor,A structure-preserving map between categories.
1.7.3,Natural Transformation,A map between functors that respects structure.
1.7.4,Monoidal Category,A mathematical structure that combines a category with a tensor product operation.
1.7.5,Adjunction,A pair of functors with a specific relationship.
1.7.6,Monad,"A structure involving an endofunctor, multiplication, and unit maps."
1.7.7,Limit,A value that a function or sequence approaches.
